2025-06-22 01:21:39,350 - result - CRITICAL - LLM: gpt-4.1
2025-06-22 01:21:39,351 - result - CRITICAL - Mode: Solo
2025-06-22 01:21:39,351 - result - CRITICAL - Datapoints: 50

2025-06-22 01:21:39,351 - result - CRITICAL - ESSAY SET 1:

2025-06-22 01:21:39,878 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
1020  "In the essay by Joe Kurmaskie many obstacles ...      2       1    -1
187   "Poor directions heat, and lack of water affec...      3       2    -1
207   The features of the setting is that it is hot ...      2       1    -1
1030  "In the essay, “Rough Road A head Do Not Excee...      3       2    -1
1027  "Different features of the settings affect the...      1       1     0
380   "If I had a choice to ride a bike in Californi...      1       1     0
352   The features of the setting affect the cyclist...      1       2     1
103   "The features in the setting of this story aff...      1       1     0
933   "The features of the setting affect the cyclis...      2       1    -1
981   "The features of the setting affected the cycl...      1       1     0
656   The features of the setting affected the cycli...      1       1     0
919   The setting affects the rider because it is ve...      1       1     0
450   "The features of the setting including vast em...      3       2    -1
300   "THE FEATURES OF THE SETTING AFFECT THE CYCLIS...      3       1    -2
297   "The setting of the cyclist clearly influences...      3       2    -1
579   The features of the setting affect the cyclist...      1       1     0


2025-06-22 01:21:40,909 - result - CRITICAL - ESSAY SET 4:

2025-06-22 01:21:41,431 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
289   The author concludes the story with this parag...      1       1     0
686   "The  author includes that sentence of the end...      1       1     0
162   I believe he used this as the ending to ensure...      0       1     1
659   "The story  “Winter Hibiscus"" by Minfong Ho. ...      2       2     0
736   "In this story theauther deicides to end the s...      1       1     0
483   "The author concludes the story with the afore...      2       2     0
992   "In the story “Winter Hibiscus” by Minfong Ho,...      1       1     0
172   I know the reason why the author concludes the...      1       1     0
63    "The author concludes the story with this para...      1       1     0
477   "The author concludes with this sentence for e...      2       1    -1
383   "“When they came back, Saeng vowed silently to...      3       2    -1
104   This is a powerful sentence that demonstrates ...      2       2     0
103   "The author ends the story with this paragraph...      3       2    -1
143   "After reading “Winter Hibiscus, I can tell th...      1       1     0
38    The author concludes the story with this parag...      0       1     1
796   "The author concluded the story with the parag...      0       1     1
918   "The author concludes story with that paragrap...      3       2    -1
133   "Saeng and her mother have to be determined to...      2       1    -1
481   "She concludes that paragraph with the story b...      0       1     1
42    The auther cncludes the story with this paragr...      1       1     0
203   "The author concludes the story like that to s...      2       1    -1
466   "The response that the author concludes the st...      0       1     1
313   "The author concludes the story with they para...      2       2     0
147   "The author concludes with this paragraph to s...      2       2     0
474   "I believe that the author chose to conclude t...      3       2    -1
330   "The author most likely concludes the story wi...      1       1     0
749   What l think the author was talking abount sno...      0       0     0
1001  "The author concludes the story with this para...      2       1    -1
929   "I think the author ends the story like this b...      1       1     0
960   "In the story “winter Hibiscus” the author Min...      3       2    -1
189   "The story “Winter Hibiscus” is about a young ...      1       1     0
37    "The author concludes this story in the paragr...      1       1     0
353   "The author uses this conclusion for a reason....      1       1     0
945   "The author concludes the story with this para...      2       2     0
866   "The author concluded this because she thinks ...      1       1     0
15    In this story Saeng shows her mother how pasio...      0       1     1
671   "The author concludes the story with the parag...      3       3     0
711   "The author concludes this story with this par...      2       1    -1
926   "I think that the author concludes the story w...      2       2     0
338   "I think  the author concluded the story like ...      0       1     1
301   "In the story “Winter Hibiscus” by @CAPS1 Ho. ...      2       1    -1
968   "At the end of the story, winter Hibiscus, the...      2       2     0
209   "The author views the hibiscus plant as a new ...      1       1     0
314   "Authors use many techniques to improve their ...      0       1     1
593   "The author concludes the story with this para...      2       2     0
861   "The author concludes the story with that para...      1       1     0
901   I think the author used this paragraph for the...      1       1     0
810   "I beleive the author ends the story with this...      2       2     0
302   "The author concludes the story with that para...      3       2    -1
266   "This paragraph represents an action that Saen...      3       2    -1


2025-06-22 01:21:41,433 - result - CRITICAL - ESSAY SET 5:

2025-06-22 01:21:41,959 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
592   "In the memoir ""Narciso @CAPS1"" by the Bluep...      2       2     0
336   "In the story ""Narciso Rodriguez"" written by...      2       1    -1
699   "In the memoir, ""@PERSON1"" from Home: The @C...      1       1     0
108   The mood the other Created was how happy narci...      2       1    -1
430   "The mood created by the author in the memoir ...      2       2     0
508   "The mood that the author creates in the memoi...      2       2     0
253   The title of the story is Narciso Rodriguez. T...      1       1     0
698   "The authors mood of the memoir is that @CAPS1...      3       3     0
104   "The Originally from cuba arrived in the Unite...      1       1     0
114   "The mood in this memoir is gratefulness. This...      4       3    -1
733   "In the memoir, ""Narciso Rodriguez from Home:...      2       2     0
851   "Narciso Rodriguez creates a mood of happiness...      4       3    -1
909   The mood created by the author in the memoir w...      1       1     0
1005  "Home: The Blueprints to Our Lives is a wonder...      3       2    -1
201   "the mood created in the memoir were all diffe...      1       1     0
40    "In this memoir of the author creates a clear ...      3       3     0
665   "In this memoir the mood varies. In paragraphs...      3       2    -1
196   "The author of this memoir creates a warm, lov...      4       4     0
279   The author created many different moods in thi...      2       1    -1
597   "I beleive the mood that sets off in the beggi...      3       2    -1
370   "The authors mood in the memoir @PERSON1 is th...      3       3     0
804   The mood in the memoir is happy and thankful. ...      2       2     0
305   "In the memoir. from ""Home The Blueprints of ...      3       3     0
461   "The mood created in the memoir, ""Narciso Rod...      4       3    -1
100   "In the memoir, the author created a mood. The...      3       2    -1
650   "The mood created in the memoir is I think com...      3       3     0
789   "The mood created by the author in the memoir ...      2       2     0
755   "The mood created by Narciso Rodriguez in the ...      2       2     0
36    I think the author's mood was kind of like @CA...      2       1    -1
923   "The mood in the memoir is very uplifting. The...      2       2     0
1011  "I think that there is a warm mood in the memo...      2       3     1
384   "No matter what nationality you are you can ge...      2       2     0
1051  "Narciso Rodriguez tried to create a warm feel...      2       2     0
940   "In this paragraph I'm going to tell you the m...      2       2     0
398   "The mood Narciso Rodriguez is trying to portr...      2       2     0
826   The mood created by the auther sounds like he'...      2       1    -1
991   "the mood that the author created is happiness...      3       2    -1
77    "The mood created in this story was happiness ...      2       2     0
133   The mood created by the auther in the memoir i...      2       2     0
37    "The mood created by the authar was warmthness...      3       1    -2
397   "This @CAPS1 shows a lot of different types of...      4       3    -1
974   "The mood of the memoir I believe to be gratef...      2       2     0
667   "In the memoir Narciso Rodriguez from Home: Th...      3       2    -1
1020  "The mood created by the author is your family...      2       2     0
425   "In this memoir, the author creates a very cal...      3       3     0
371   "In this memoir, there are moods created by th...      3       2    -1
527   "In this memoir, the mood created by the autho...      3       3     0
1074  "The mood created by the author in the memoir ...      2       2     0
872   "The mood that is created by the author is joy...      2       2     0
289   The mood of the memoir is very appreciative. T...      1       2     1


2025-06-22 01:21:41,960 - result - CRITICAL - ESSAY SET 6:

2025-06-22 01:21:42,475 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
959   "When attempting to allow dirigibles to dock o...      3       4     1
40    "In attempting to allow dirigibles to dock on ...      3       3     0
1055  "Some of the obstacles facing the builders was...      2       2     0
1008  "They get good idea to make that building, but...      0       1     1
383   "Most of the obsticles the builders of the Emp...      2       2     0
248   "The obstacles the builders of the @ORGANIZATI...      4       3    -1
234   "In the excerp ""The Mooring Mast"", by @ORGAN...      3       2    -1
572   "The builders of the Empire State building fac...      3       3     0
585   "One problem that the builders has was that th...      3       2    -1
972   "In ""The Mooring Mast"" by Marcia Amidon @CAP...      2       2     0
796   The builders faced many obstacles in trying to...      2       3     1
1074  "Based on the excerpt ""The Mooring mast"" by ...      1       1     0
36    "The builders of the Empire State Building's m...      3       4     1
634   "Based on the excerpt, the obstacles the build...      4       4     0
787   "Besides The facts That docking dirigibles on ...      3       3     0
397   "During the Building of the Mast, the builders...      3       2    -1
410   "In the excerpt ""THE MOORING MAST"" by Marcia...      3       2    -1
103   "On @DATE1, The Empire State Building was anno...      3       3     0
377   "There were many obstacles that the builders o...      4       4     0
267   "In the excerpt ""The Mooring Mast"" by Marcia...      2       2     0
1007  "The builders faced multiple obsticles in atte...      3       4     1
304   "The builders of the Empire State Building fac...      3       3     0
673   "The architects of the Empire State Building f...      4       4     0
912   "When building the Empire State Building, the ...      3       2    -1
854   "In The Mooring Mast by Marcia Amidon Lüsted, ...      2       2     0
1073  "The weight was an obstacle they faced. ""A th...      4       3    -1
424   "In the excerpt ""The Mooring Mast"" by Marcia...      1       2     1
681   "There were many obstacles the builders of the...      3       3     0
632   "The Empire State Building was built with grea...      2       2     0
1071  "The builders of the Empire State building fac...      4       3    -1
518   "In the excerpt ""The Mooring Mast"" written b...      4       3    -1
172   "In @DATE1, the Empire State Building was cons...      3       3     0
444   "The dirigibles were not able to dock on the m...      2       2     0
536   "When building the empire state Building, the ...      3       2    -1
1012  "There were many obstacles the builders of the...      2       2     0
731   "The builders of the Empire State Building fac...      3       3     0
143   "During the attemp in building a docking stati...      4       3    -1
1017  "The dream of the aviation pioneers of docking...      3       3     0
37    "In order for the Empire State Building to doc...      4       4     0
387   "In the excerpt ""The Mooring Mast"" by Marcia...      3       3     0
336   "The Mooring Mast by @ORGANIZATION1, the build...      3       3     0
935   "Obstacles the builders haded to face with the...      1       2     1
77    The obstacles the builders of the Empire State...      3       2    -1
834   "When building the Empire State Building, the ...      3       3     0
954   "The builders of the Empire State Building fac...      3       3     0
841   "Although the builders tried hard to make thei...      3       4     1
611   "In the excerpt ""The Mooring Mast"" by Marcia...      4       3    -1
848   "The Mooring Mast by @ORGANIZATION2 outlines t...      4       4     0
42    "The task of trying to allow dirigibles to doc...      3       3     0
89    "The plan to allow dirigibles to dock on the E...      4       4     0


2025-06-22 01:21:42,476 - result - CRITICAL - ESSAY SET 7:

2025-06-22 01:21:42,990 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
935  "I was patient one time, really patient but ki...     16      10    -6
372  "A time that I was patient is when I had my tw...     13      10    -3
142  "It was @CAPS1 @CAPS2 I was up watching tv wai...     17       7   -10
273  "Sometimes its hard to be patient, especilly w...     14       7    -7
44   "You being patient is important. People should...     18      12    -6
201  "One day me, my mom, my dad, my sister, my bot...     15       6    -9
352  A time I was pacent was I was wating in line f...      8       4    -4
340  Patience perso is someone that deal with diffi...     11       4    -7
808  "Patience, @CAPS6 essential part of our world....     14       8    -6
15   "@NUM1 years ago on my birthday the only thing...     18      10    -8
167  "There are lots of times that I have been pati...     16      10    -6
297  "“@CAPS1 on @CAPS2, where are you ,” @PERSON1 ...     21      10   -11
93   "One important skill you need in the life is p...     17      10    -7
821  "A day that I was patient was, one day I was r...     18      13    -5
183  "Have you ever been patient before? Well l hav...     24      13   -11
37   When I was going to the doctor I had to be pat...     13       7    -6
38   "I was patient when I was on my way to @LOCATI...     16       6   -10
875  "Why wasn’t my uncle there yet? Come on! I was...     23       7   -16
518  "One day I woke up and looked outside it was s...     17      13    -4
414  "Being patient means that your understanding a...     21      15    -6
179  Being patience is a good thing because if you ...      9       4    -5
774  "A time when I was patient was when I was at m...     17      10    -7
421  A time when I was patient was when I was at th...     16       2   -14
862  "I am writing about a time when someone I knew...     17      14    -3
579  A time I was patient was when I had to be pati...     10       4    -6
512  "When ll was going to @LOCATION1 with my famil...     18      10    -8
647  "Have you ever been patience ? I believe we sh...     11       7    -4
652  "Once, I was @NUM1 old and I was so eager abou...     12      10    -2
780  "Being patient is one of the many things child...     24      15    -9
873  "Every year me and my entire family take a tri...     16      12    -4
826  "One day me and my mom dad and sister were goi...     13       7    -6
503  "My story about being patient is the time I wa...     15      13    -2
234  "One day in the beginning of foll, @PERSON1 wa...     21      14    -7
670  "A time when I was patient was when I ordered ...     17      13    -4
782  "A time when I was patint is when I was at the...      9       4    -5
838  "There was a time that I didn’t want to be pat...     17       8    -9
330  "@PERSON1, this is boring! I want to try my ba...     24      18    -6
703  "I remember a time when @CAPS3 sister used to ...     22      13    -9
483  A time when I had to be patient was when I had...     22       3   -19
374  "When I was about @NUM1 I wanted one thing in ...     15      10    -5
604  "I remember when me, my brother, my dad and my...     15       8    -7
293  "“ @CAPS1 can I get a puppy .” “ @CAPS2” “@CAP...     19       6   -13
14   "You have to be paceint when you are cooking s...      8       7    -1
316  "It can be very hard for somebody to be patien...     13      12    -1
752  "There once was a time when someone I knew was...     15       8    -7
108  "Patience. Patience is something I have absolu...     15       8    -7
656  "One time it was hard to wait, but I was patie...     23      13   -10
517  "Patience is, in definition, being understandi...     10       7    -3
404  "“@CAPS1  @PERSON1, it’s @PERSON3 how are u”? ...     20       3   -17
198  "@CAPS6 was @NUM1 at night, @CAPS1 @CAPS2 and ...     13      10    -3


2025-06-22 01:21:42,991 - result - CRITICAL - ESSAY SET 8:

2025-06-22 01:21:43,508 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
135  Have u ever been hit by a basketball in the fa...     31      18   -13
151  "Someone once told me that laughter is the key...     33      22   -11
330  " My @CAPS1 year of high school started off le...     40      22   -18
19   "Iv always loved laughter in my life, I don't ...     27      14   -13
405  "            Just One @CAPS1 @CAPS2 @CAPS3 A @...     36      16   -20
15   "@DATE1 was the start of a new age, i had just...     28      11   -17
110  " I have been waiting a whole year for @TIME1 ...     34      16   -18
329  " One day I decided to go over to my friend @P...     40      19   -21
68   "Laughter can create this type of bond that's ...     35      22   -13
222  "       Laughter In A Relationship The most im...     36      19   -17
187  "    Laughter is an important part of any rela...     41      22   -19
95   "Laughter: A @CAPS1 @CAPS2 @CAPS3 of the varie...     35      16   -19
207  " The human brain is a piece of work. Its the ...     45      18   -27
266  "     Every one laughs, i love to laugh in fac...     36      16   -20
365  " Its my sophomore year and some of my friends...     40      19   -21
336  " One of the most oddest things in life is how...     42      22   -20
126  "One time I was sick, and I told my mom ""I ne...     28       8   -20
103  "  Laughter is the only expression in my opini...     36      15   -21
44   "                          A funny Story  Many...     30      16   -14
274  "Have @CAPS1 ever had that one friend who was ...     40      22   -18
85   " It was the first day of the ninth grade, tha...     42      22   -20
428  " It all started when my eighth grade class ha...     34      18   -16
13   "                              Laughter       ...     31      13   -18
239  "  Middle school was a challenging environment...     40      22   -18
334  " I believe laughter brings many different peo...     36      22   -14
182  DUE you think that being part of sameting funi...     15       7    -8
100  " When I had turned fifteen I was so anxious t...     36      36     0
156  " What makes you laugh? Laughter is a really g...     37      20   -17
20   One day me and my friend taylor got the idea o...     24       8   -16
77   " For a year and two months I'd devoted my lif...     40      36    -4
270  " My sister @PERSON3 and my niece @PERSON2 had...     32      19   -13
221  " The wind rose and fell, whipping against the...     46      22   -24
321  " A while back, I had a friend named @PERSON4....     31      19   -12
303  " In this essay I will be telling you about wh...     33      18   -15
196  "Laughter can sometimes be something that ever...     29      18   -11
134  " Laughter, one of the wonderful things that w...     35      19   -16
309  " Just @CAPS1 walking through @ORGANIZATION2 i...     40      37    -3
210  " The members of my immediate family are known...     41      27   -14
320  "Laughter is the best medicine Many people say...     40      19   -21
224  " Close people to you enjoy the moment you hav...     40      19   -21
397  " When I was adopted, I didn't know what to ex...     41      44     3
337  "Laughter is the @CAPS1 @CAPS2't @CAPS6 frustr...     43      18   -25
155  "                               The @CAPS1 @CA...     33      19   -14
35   " Laughter is key. You never really think abou...     40      32    -8
328  " People can share many things. DNA, clothes, ...     36      41     5
378  "                             laughter      wh...     30      15   -15
426  " The sound of laughter could be one that brea...     46      48     2
169  " Having laughter in your life is a big part i...     37      16   -21
306  " I have had many great times with my grandpa....     40      22   -18
37   " Everyone laughs differently , some people la...     40      22   -18


2025-06-22 01:21:43,510 - result - CRITICAL - Evaluation:
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 1: 0.07736
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 2: 0.15940
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 3: 0.07333
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 4: 0.04667
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 5: 0.02750
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 6: 0.02625
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 7: 0.07127
2025-06-22 01:21:43,510 - result - CRITICAL - MSE of Set 8: 0.07604
2025-06-22 01:21:43,510 - result - CRITICAL - Average MSE: 0.06973

2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 1: 0.14387
2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 2: 0.08580
2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 3: 0.50030
2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 4: 0.66368
2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 5: 0.66525
2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 6: 0.71759
2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 7: 0.20284
2025-06-22 01:21:43,510 - result - CRITICAL - QWK of Set 8: 0.18359
2025-06-22 01:21:43,510 - result - CRITICAL - Average QWK: 0.39536

2025-06-22 01:21:43,510 - result - CRITICAL - -----------------------------------------------------------------



