essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
39	1	"Dear local Newspaper A lot more people uses computers daily but not everyone agrees that it benefits society. Those people who supports advsnces in technology believe that computers have a positive effect on the people and I agree on some circumstances but looking at the situation cleary I dont agree due to the fact that its better not spending to much time on the computers. First because its way better excercising, @CAPS1 enjoying nature and lastly interacting with family. @CAPS2 why I dont agree that people should be in ther computer more their doing things better in life. First, becacuse it's useful to exercise. Talking a walk around the nieghborhood of just going for a hike with people you know. Even better going to the gym its such a better way to spend your evening instead sitting infront of a computer doing nothing but to look at a screen all day and plus exercising makes you stay in perfect fit, healthy and strong for as long as you live. A computer can just kill you not in reality but sitting all day only on the computer eating when you feel like it and no exercise that is whats going to kill you and make you become so lazy to do nothing. I know nobody would want that for sure. @CAPS1, enjoy nature live life the way it needs to. Gods creations of nature is the must beautiful thing in this world dont let it go all to waist. Jump off a waterfall or go to the park let the wind hit your face. Make imaginations become real and just enjoy what natures about. Third and last, interact with your family and friends. Spend time with them and watch movies or any sports channels. Go with them for some ice cream. Dont let them feel left out or unloved. The mall is a great way to spend time with your friends or family also going to water parks like six flag or lake compound of place like nomads or chuckie cheese its a great way places to spend and interact with your family and friends it also can bring closer as well. This is why I think sitting infront of a computer screen all day, first its a waist of time when you go do some exercise or @CAPS1 enjoy nature or lastly interact with your family and friends, @CAPS2 why sitting infront of a computer as a waist of time and negative why to spend your days of living life. Technology holds you back from the real things in life. Thank you for reading my letter and hope you take it in consideration. Good day!"	5	5		10																					
43	1	"The effect of people using computers isn't anything bad couse you learn a lot from it. In some ways when you use the computer and you type, the typing exercises your fingers. Your fingers will get muscle and will teach you to remember where to type without looking down on the keyboard. People sometimes using computer is good because if your writing letters you don't have to use pencil you can just type it and print. The typing does all the work for you so you won't spend hours writing to someone. Computers are helpful to people for example, ir your researching about @CAPS1 or @LOCATION1 you can find almost all the information on the computer in a instant click. Computers save time and does a lot of work. Computers are helpful piece of technology and one of the best."	3	3		6																					
47	1	"Dear newspaper, I feel as though internet or computers act as an advantage in sosiety rather than a problem. They help with school work, like projects or email. You can even take college online now! People also use the internet for media or to simply catch up with friends. One of the most important reasons to have a computer is for school orenented reasons. Like having a project that you need to get notes for or making a power poin presentation. One other great reson is for the teachers. There computers can help them teach a class in a way that is both fun and easy to undersand. The new uprizing in computer use has brought about new ways of getting a college degree. Now you even just simply get in bed turn on your lap top and take college classes right on your computer! I dont know about you guy's but I'd much rather take college in the own comfort of my home then drive to a campus all the time. Another great use for the internet is e-mail to e-mail makes our lives a lot easier now that more people use it. It can send us school starts like a early dismiste or a way to catch up with old highschool frends. Another great reson for the internet is for mention or just to have fun and relax. @PERCENT1 of people that have computers use them for media or fun reasons, like gamelry, or to go on to youtube. Please add this article into your news paper so that the computer can be put out there as a helping add, and not something that is going to make the whole world obise because thats not just from computers. Its the people who use computers, felt that they dont get exercise not the computers. So why put them out in a bad way."	4	4		8																					
53	1	"Dear @ORGANIZATION1, To begin, I understand that people don't like computers because they are over used. If the computers are so bad then they shouldn't be used, but how I see it is that they also bring more good than bad. These points to computer wellfare are they bring sourses, their is interaction between people, and computers are going to advance more over time. Even though these people think they are overused they still use them. So, even I use the computer a lot, but it could be used for good. First and foremost, these computers can get sources online that can't be found in books. Their are search engines that you can find your topics on. Then, when you find your source it has info that could have been skipped over. They can show the other side of they story that they didn't say in the book. your projects that you used to have to go to the library for you now can do from home, that itself is a step that you aren't considering. For instance if people are on a lot @PERCENT1 of the time is research. Furthermore, people can interact with friends over the computer. They can talk, send pictures, or play games. For example, i play xbox and I talk to my friends over that a lot of the time. Even a video game is fun as being with them, quoted from @CAPS1 @CAPS2 ""I have a computer not for friends, but for work"". This shows that even large important still use it for work. people say using a computer is like learning to ride a bike. My mom told me a story that she met my dad because he fixed her computer at her job. So, I am here with my parents because of a computer. None the less, the computers are at their begining and they will further improve. So people that are on have a reason for why they are on the computer. This advancement is going to advance again and again so there won't be a way to stop it thus, people will be on it only more and more so there is no chance of stopping the outbreak of computers. Then you will try to stop them with ""computers eat your brain"". We all know that is garbage. To conclude, I implore you not to try and change the habits of others. I @CAPS3 that if people want to use computer they can. I say this with the sources, the friends and the advanement."	4	4		8																					
58	1	"Dear Newspaper, I'm writing to you about the debate that you are having asking if people should use computers. The article stated ""more and more people use computers, but not everyone agrees that this benefits society."" I think people should not use computers. Also technolgy needs to slow down, it's getting to advanced. My first reason why people need to stop spending time on computers is, you don't want to always say to your on your honeymoon ""we could to @LOCATION1 from our computer. And your life will go by fast and you want notice it, your all fat and old. Also @PERCENT1 of people who use computers are over weight because they don't exercis. Secondly the more technology there is, we are going to have less. In addition it feels better when you work and not just sit on your computer, getting a mounthly cheak. In conclusion you live a happier life when explore the. In @PERCENT2 of people who use computer commit suicide. Also if it was or to me I would the use of computers. Bead all the about computers and you will think but like me. I use to be a computer geek."	4	3		7																					
62	1	"I think it is okay for people to use computers because they get to learn new things and meet new people. I don't think it's a bad idea to use computers because some people who have jobs works on computers all day. @NUM1 each sometimes computers can be a distraction but computers can help you alot. I think using computers can help you learn new things and meet new people. Slick, slack, slick, thats the sound of people typing ont he computer and meeting new friends and having a good time. When you learn something new like a rat is as big as a house. You get excited and feel your the smartest person in the world. I dont think its a bad idea to use computers because some peole who have jobs work on computers all day. I think people who uses computers all day while the're at work dont have to be classy, topuler or trendy, they just working to help themselves and theior family. YEah sometimes computers can be a distraction but computers can help you alot. They can help you learn new things meet new friends and give you something to do when your bored. i remember the time when I was bored and I went on the computer to google who @PERSON1 was and I found out she was a famous sinher, someone I didn't know but heard about. Chantrail @CAPS1 a @NUM2 grade student says ""only people who want to learn something or meet new friends will use the computers. If you want to learn something new or meet new people then I suggest you stop eating those chips, get off that couch and use the computer."	4	4		8																					
67	1	"Do you think computers effect people's society? Computers help people of age first, computers let you chat with friends and family. Also, computers let you learn a lot about history. Finally, computer is a great way to keep busy. First computer is a great way to chat with friend that you havent spoke to in a long time. Also, it helps you meet new friends and to keep in touch with them in the long run. Finally the computer technologies is outstanding cause it allows you to chat with family memebers across state through video chat or even websites such as myspace, facebook and twitter. Secondly, @ORGANIZATION1 is a great way to learn about history. You can find history on almost everything from the past to the present. You can learn history about famous people places and events. That why I think the computer technologie is so outstanding what you think will happen if we didnt have today? Finally, computer is a great way to keep busy because you take the time looking up information for school projects. Also, you can spent your spare time playing games that help you learn or even book flight ticket for vacation. Finally, the technologie is here for a reason so we should use it for anything like getting up with friends or jus going on to look up information on anything you need to find out. In conclusion, I just told you why computer technologie is good to have. First, it lets you friends and family. Also, computers let you learn a lot about history. Finally, computer is a great way to keep busy. Now I just told you why @ORGANIZATION1 technologie is a good thing to have. I hope agree with my point of view."	4	4		8																					
69	1	"Some people think it is a good idea and same do not. My opinion is that, I think that people spend a lot of time for good reasons. Here are three reasons why, @NUM1. grownups working, @NUM2. students learning how to type, and @NUM3. communicating with others. My first reason is that parents do a lot of work on computer. For example, they do taxes, paperwork, airline tickets, and the bank. And those are usually all done on the computer so it would be easier if people don't drive. My second reason is students need to learn how to type so they can email or even write on paper. It helps them build learning ability and also, so they can know how to sing the @ORGANIZATION1's. Computers are suppose to be fun for people of any age. My last reason is, communicating with others is a great skill to have so you can talk in person. Computers help because if you mess up of what your trying to say then you could just erase what your trying to say. And in person, you can't. Also you can make plans with one of your friend on something if they live really far or something like that. In my opinion. I think people should be able to go on the computers to do work, playgames, no sites, and many more other things to go on, only if you have a computer at home."	3	4		7																					
70	1	"Dear @CAPS1 @CAPS2, @CAPS3 life without computers. There would be no quick access to information, no way to socialize, and no way to keep your health records or other personal information safe. Without this technology where would we be? I believe that the world is benefiting from the advances in technology today. As a student, computers are a crucial element to allow me to get my work done. without the guidance from @ORGANIZATION2 @CAPS7, @CAPS4 @CAPS5, or other applications, @CAPS6 woudn't be possible for me to reach my full potential a assignments. How could a student be so certain their grammar is perfect on their homework without asking a teacher? There is a way. It is called @ORGANIZATION2 tools. However, the only way to access this is through a computer or @ORGANIZATION2 @CAPS7 @ORGANIZATION2 tools allows you to check your spelling, grammar, and punctuation with just a click of your mouse. Computers are an essential learning tool for school system today. Not only are computers used to educate, but they are helpful in the real world. Many business rely on the work of Computers entirely. In facts, @CAPS8 to @PERSON1 @CAPS9 @ORGANIZATION1, a local business ""@LOCATION1,"" In our job, we continuously we work with. this wouldn't be possible without the effort of our typist on the computer. ""@CAPS6 business and companies around the nation are relying on the advances in technology, why change anything? We should continue to progress in this groth @PERCENT1 of business in @LOCATION1 say they would have to close dawn @CAPS6 not for computers with so many business doing this, our economy would drop. This would not help. We all know computers and other technology are great sources of entertainments. What you @MONTH1 not now, however, is that they supply a great amount of knowledge to the average person. For example, lets say you finished watching a special on the discovery channel about @LOCATION2. You want to know more, so you pull out your iPod touch. All you have to do is log on to the internet and search ""@CAPS11 of @LOCATION3, @LOCATION2"" @CAPS12 seconds, you would have your information. People @MONTH1 not believe so, but it is true that you canlearn a great deal of information from various forms of technology. You can have all the resources you'll ever reed right at your fingertips. Computer supply so much more then just entertainment. All reasonable people would agree advances in technology are extremely helpul to the public. there is so much guidance for our daily lines through computers."	6	6		12																					
71	1	"Computers have helped people tramendisly over the past years. Thanks to computers scientist have found cures for desesse, jobs have become easier . I believe that computers have a baseline effect on people. Because they educate people with their jobs, and give people a chance to talk to people having to pay for anything. If someone to a country that they have they might go on the computer to learn more about that country and their culture. Another thing they might do @CAPS1 go to a website that could help them find affordable . If a child @CAPS1 doing a report about a country in @LOCATION1 thay can go on the computer to find out facts on that country. Computers educate people about about places all over the world, you can go on a website that has videos and written sheet clips about what has been goin on around the world and learn about current events. My grandmother would tell me stories about @CAPS3 @CAPS4 before they had computers, now my dad works on @CAPS3 @CAPS4 and he tells me stories about his day. when you compair the two different decades it saids like computers help out a lot within @CAPS3 @CAPS4. Before computers stores would have to do math in their pad when they were giving change back to people, now people save by punching in the numbers in the computer. I think the computers have helped people with their jobs. When you talk on the phone to someone it costs you money. When you just want to see someone I'l costs you money to get on a phone . with computers you can , or onstant message people with any costs. If you want to see a friend for her @CAPS9 but dont have the money to fly halfway around the world to see her you can vidieo chat with her. Computers help people save money by talking on the computers with friends, family and even co-workers. Computers have been very helpful ever since they were invented. They help people learn about places all over the world and about anything you want to learn about. They also make jobs and work easier and also help people save a lot of money by talking to people on the computers insted of on the phone. Computers have improved demastrecly over the years, the screens use to be so small and you would have to press all these buttons just to open it up and now computers can be as big as a flat @CAPS10 and can turn them on with just a push on a button,, Who knows what computers will be like @NUM1 years from now?"	5	5		10																					
72	1	"Hello, I decided to write in to the paper on the topic of computers, and how they benefit society. Comuters are powerful machines, and can be used completing otherwise menial and boring tasks. They benefit people in many ways, like they are very useful in buissness, helpful in education, and connect friends and family together. Computers are uselful in buissness and are an extremely important tool in a common workplace today, and make work get done much more efficiently than if they didn't have computers. One reason Computers are so useful in the workplace is because computers can storee far more data that can be put on paper. Also, they can do jobs and processes very quickly, which is important in the workplace. They can also be used for sending important information quickly and without much trouble. These are all valid reasons comuters are beneficial in buissness, and help things get done. Computers are important today's schools and educational programs becasue they can help students work in a more efficient fashion. ""@PERCENT1 of all surveyed students said they would rather type a paper for school than write on by hand, and shows that they value them in their education."" said @PERSON2, a professor at @ORGANIZATION1. This shows that Computers are important to students, and are used their benefit. In addition to students writing papers, computers are being used by teachers and school systems for grading, attendance records, and more. The teachers at my school are using @CAPS1 @CAPS2, pieces of hardware that are directly connected to computers, and can be used instead of white @CAPS2, and I see that students are getting more involved in class, and focused, because this computer technology is being used. All of these @CAPS3 are reasons computers are helpful in educational proceeses, and should continue to be used. Many people want to be able talk to there friends and family when they are bored, and because of computers and social networking websites, and instant messaging programs, this is made much easier. ""@PERCENT2 of teens have at least one sacial networking site they visit on a regular basis."" said @PERSON1, a phycologist, who speciaizes in teens, This shows that people use these sites, and that they like them. Families that are separated because one @MONTH1 have moved out of the house recently might want to communicate with one another, and because of computers, they can. There are multiple ways that they could use their computers to keep in touch, like instant messaging systems mentioned before. Being able to communicate with one another makes theses people happy, and benefits society. Overall, being able to communicate through computers is an enjoyable thing for many people, and is important to society today. To conclude, computers contribute to society in ways that make it much better for everyone. Whether it's through helping buissnesses being more efficient, giving students the ability to work faster, and in a way they prefer, or if it's helping people stay in touch, computers are always benefiting society. These machines hardly ever slow people more thant manually doing the work would, and the positive influence they have far outweighs the bad they do."	5	5		10																					
93	1	"Readers of ""@LOCATION2 @CAPS1"" should be well informed of the benifets of computers to society. Not only do they teach hand-eye coordination, but they give people the ability to learn about faraway places and provide a means to easy, online communication. In this day and age, good coordination is esencial to prospering in society. Using computers provides a method of both establishing and improving hand-eye coordination from the comfort of your own household or workplace. Dr. @DR1, of @ORGANIZATION1 medical center, says that a recent study shows @NUM1 out of every @NUM2 computers users have better hand-eye coordination than people who do not operate on a computer regularly. In a local primary school, students have begun to ""@CAPS2 to learn"", a program that promotes quick typing. School officials have seen a dramatic increase in the typing speed of children since the program was started in @DATE1. In this way, the computer provides a secure route to better hand-eye coordination. Even more importantly, the hand-eye coordination gained from using a computer can increase the chances of getting a job involving computer hand-eye coordination as an adult such as the position of a secretary or grafic designer. While hand-eye coordination is a factor of computers that has an extremely positive effect on people, the ability to learn about distant places with the touch of a keyboard is even more benificial towards all users. Website such as google and yahoo can track down millions of results in a matter of seconds if you search the name of a city or country. This can be handy when working on school projects as well; instead of having to lug tens of books home to finish an essay on @LOCATION1, you can simply look up the information on a computer at your house. When summertime comes around, and the last school bell rings, you can instead research faraway places that could turn into vacation spots instead of homework assignments. All of the travel information from plane tickets to the right currency is at your fingertips on a computer. If ""@LOCATION2 @CAPS1"" readers were aware of this, lots of trouble would be prevented and lots of time would be saved. The one component of computers that is used even more than research is online communication. State officials, governers, and even the president can post messages on websites for citizens to view while they check the weather or their email. This is a much easier way to hear goverment statements than waiting through endless commercials to hear speeches on the @CAPS4. Social networking sites are also immensly popular, and on pages like facebook and twitter you can reconnect with people who you don't have the chance to see everyday, or don't lie relative vincinity. If your cousin is going to school abroad, and did not have access to an international phone, you could communicate with them through email on the computer, and it would be as if they never left. It is ridiculous to think that someone could find computers - the gateway to faraway places, good hand-eye coordination, and the connection ten distant friends and family - a concern to society. They help town in countless ways and ""@CAPS5 @CAPS1"" readers should be aware of this."	5	6		11																					
